"영상 번호","의문사있는 의문형","한국어 번역","형태소 개수","한국수어 형태소","","","","","","",""
"1375","","(송파역)으로 가려면 어떻게 가나요?","7","송파","지하철","가다","원하다","길","가다","방법",""
"1376","","(송파역)으로 가려면 어떻게 가나요?","6","송파","지하철","찾다","길","가다","방법","",""
"1377","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","곳","목적","무엇","","",""
"1378","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","길","목적","무엇","","",""
"1379","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","가다","목적","무엇","","",""
"1380","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","찾다","목적","무엇","","",""
"1381","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","곳","목적","방법","","",""
"1382","","(송파역)으로 가려면 어떻게 가나요?","5","송파","지하철","길","목적","방법","","",""
"1383","","(여의도)로 가려면 어떻게 가나요?","2","여의도","방법","","","","","",""
"1384","","(여의도)로 가려면 어떻게 가나요?","3","여의도","곳","방법","","","","",""
"1385","","(여의도)로 가려면 어떻게 가나요?","3","여의도","길","방법","","","","",""
"1386","","(여의도)로 가려면 어떻게 가나요?","3","여의도","목적","방법","","","","",""
"1387","","(여의도)로 가려면 어떻게 가나요?","4","여의도","가다","원하다","방법","","","",""
"1388","","(여의도)로 가려면 어떻게 가나요?","3","여의도","찾다","방법","","","","",""
"1389","","(여의도)로 가려면 어떻게 가나요?","2","여의도","무엇","","","","","",""
"1390","","(여의도)로 가려면 어떻게 가나요?","3","여의도","곳","무엇","","","","",""
"1391","","(여의도)로 가려면 어떻게 가나요?","3","여의도","길","무엇","","","","",""
"1392","","(여의도)로 가려면 어떻게 가나요?","3","여의도","목적","무엇","","","","",""
"1393","","(여의도)로 가려면 어떻게 가나요?","3","여의도","가다","무엇","","","","",""
"1394","","(여의도)로 가려면 어떻게 가나요?","4","여의도","가다","원하다","무엇","","","",""
"1395","","(여의도)로 가려면 어떻게 가나요?","3","여의도","찾다","무엇","","","","",""
"1396","","(여의도)로 가려면 어떻게 가나요?","3","여의도","방법","무엇","","","","",""
"1397","","(여의도)로 가려면 어떻게 가나요?","3","여의도","무엇","방법","","","","",""
"1398","","(여의도)로 가려면 어떻게 가나요?","3","여의도","곳","방법","","","","",""
"1399","","(여의도)로 가려면 어떻게 가나요?","3","여의도","길","방법","","","","",""
"1400","","(여의도)로 가려면 어떻게 가나요?","3","여의도","길","무엇","","","","",""
"1401","","(여의도)로 가려면 어떻게 가나요?","3","여의도","가다","방법","","","","",""
"1402","","(여의도)로 가려면 어떻게 가나요?","4","여의도","길","가다","방법","","","",""
"1403","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","찾다","방법","무엇","","",""
"1404","","(영등포)로 가려면 어떻게 가나요?","5","영등포","길","찾다","방법","무엇","","",""
"1405","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","길","방법","무엇","","",""
"1406","","(영등포)로 가려면 어떻게 가나요?","5","영등포","길","곳","방법","무엇","","",""
"1407","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","찾다","무엇","방법","","",""
"1408","","(영등포)로 가려면 어떻게 가나요?","5","영등포","길","찾다","무엇","방법","","",""
"1409","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","길","무엇","방법","","",""
"1410","","(영등포)로 가려면 어떻게 가나요?","5","영등포","길","곳","무엇","방법","","",""
"1411","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","찾다","곳","방법","","",""
"1412","","(영등포)로 가려면 어떻게 가나요?","5","영등포","길","찾다","곳","방법","","",""
"1413","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","찾다","길","방법","","",""
"1414","","(영등포)로 가려면 어떻게 가나요?","5","영등포","길","찾다","길","방법","","",""
"1415","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","찾다","길","무엇","","",""
"1416","","(영등포)로 가려면 어떻게 가나요?","5","영등포","길","찾다","길","무엇","","",""
"1417","","(영등포)로 가려면 어떻게 가나요?","5","영등포","곳","찾다","가다","방법","","",""
"1418","","(영등포)로 가려면 어떻게 가나요?","6","영등포","곳","찾다","길","가다","방법","",""
"1419","","(영등포)로 가려면 어떻게 가나요?","6","영등포","곳","찾다","길","가다","방법","",""
"1420","","(영등포)로 가려면 어떻게 가나요?","6","영등포","길","찾다","길","가다","방법","",""
"1421","","(이화여대)쪽으로 가려면 어떻게 가나요?","4","이화여대","가다","목적","방법","","","",""
"1422","","(이화여대)쪽으로 가려면 어떻게 가나요?","4","이화여대","찾다","목적","방법","","","",""
"1423","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","곳","목적","방법","무엇","","",""
"1424","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","길","목적","방법","무엇","","",""
"1425","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","가다","목적","방법","무엇","","",""
"1426","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","찾다","목적","방법","무엇","","",""
"1427","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","곳","목적","무엇","방법","","",""
"1428","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","길","목적","무엇","방법","","",""
"1429","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","가다","목적","무엇","방법","","",""
"1430","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","찾다","목적","무엇","방법","","",""
"1431","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","곳","목적","곳","방법","","",""
"1432","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","길","목적","곳","방법","","",""
"1433","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","가다","목적","곳","방법","","",""
"1434","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","찾다","목적","곳","방법","","",""
"1435","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","곳","목적","길","방법","","",""
"1436","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","길","목적","길","방법","","",""
"1437","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","가다","목적","길","방법","","",""
"1438","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","찾다","목적","길","방법","","",""
"1439","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","곳","목적","길","무엇","","",""
"1440","","(이화여대)쪽으로 가려면 어떻게 가나요?","5","이화여대","길","목적","길","무엇","","",""
"1441","","(종로)로 가려면 어떻게 가나요?","4","종로","곳","가다","무엇","","","",""
"1442","","(종로)로 가려면 어떻게 가나요?","4","종로","찾다","가다","무엇","","","",""
"1443","","(종로)로 가려면 어떻게 가나요?","4","종로","목적","가다","무엇","","","",""
"1444","","(종로)로 가려면 어떻게 가나요?","4","종로","곳","가다","방법","","","",""
"1445","","(종로)로 가려면 어떻게 가나요?","4","종로","찾다","가다","방법","","","",""
"1446","","(종로)로 가려면 어떻게 가나요?","4","종로","목적","가다","방법","","","",""
"1447","","(종로)로 가려면 어떻게 가나요?","5","종로","곳","가다","방법","무엇","","",""
"1448","","(종로)로 가려면 어떻게 가나요?","5","종로","찾다","가다","방법","무엇","","",""
"1449","","(종로)로 가려면 어떻게 가나요?","5","종로","목적","가다","방법","무엇","","",""
"1450","","(종로)로 가려면 어떻게 가나요?","5","종로","곳","가다","무엇","방법","","",""
"1451","","(종로)로 가려면 어떻게 가나요?","5","종로","찾다","가다","무엇","방법","","",""
"1452","","(종로)로 가려면 어떻게 가나요?","5","종로","목적","가다","무엇","방법","","",""
"1453","","(종로)로 가려면 어떻게 가나요?","5","종로","곳","가다","곳","방법","","",""
"1454","","(종로)로 가려면 어떻게 가나요?","5","종로","찾다","가다","곳","방법","","",""
"1455","","(종로)로 가려면 어떻게 가나요?","5","종로","곳","가다","곳","방법","","",""
"1456","","(종로)로 가려면 어떻게 가나요?","5","종로","곳","가다","길","방법","","",""
"1457","","(종로)로 가려면 어떻게 가나요?","5","종로","찾다","가다","길","방법","","",""
"1458","","(종로)로 가려면 어떻게 가나요?","5","종로","목적","가다","길","방법","","",""
"1459","","(종로)로 가려면 어떻게 가나요?","5","종로","곳","가다","길","무엇","","",""
"1460","","(종로)로 가려면 어떻게 가나요?","6","종로","곳","가다","원하다","길","무엇","",""
"1461","","(터널) 지나서 내려주세요.","3","터널","다음","내리다","","","","",""
"1462","","(터널) 지나서 내려주세요.","3","터널","다음","내리다","","","","",""
"1463","","(터널) 지나서 내려주세요.","3","터널","다음","차내리다","","","","",""
"1464","","(터널) 지나서 내려주세요.","3","터널","다음","차내리다","","","","",""
"1465","","(터널) 지나서 내려주세요.","3","터널","다음","곳","","","","",""
"1466","","(터널) 지나서 내려주세요.","4","터널","다음","도착","내리다","","","",""
"1467","","(터널) 지나서 내려주세요.","4","터널","다음","도착","내리다","","","",""
"1468","","(터널) 지나서 내려주세요.","4","터널","다음","도착","차내리다","","","",""
